(1,3)
(2,2)
(3,1)
(4,28)
(5,27)
(6,26)
(7,25)
(8,24)
(9,23)
(10,22)
(11,21)
(12,20)
(13,19)
(14,18)
(15,17)
(16,16)
(17,15)
(18,14)
(19,13)
(20,12)
(21,11)
(22,10)
(23,9)
(24,8)
(25,7)
(26,6)
(27,5)
(28,4)
(29,99)
(30,98)
(31,97)
(32,96)
(33,95)
(34,94)
(35,93)
(36,92)
(37,91)
(38,90)
(39,89)
(40,88)
(41,87)
(42,86)
(43,85)
(44,84)
(45,83)
(46,82)
(47,81)
(48,80)
(49,79)
(50,78)
(51,77)
(52,76)
(53,75)
(54,74)
(55,73)
(56,72)
(57,71)
(58,70)
(59,69)
(60,68)
(61,67)
(62,66)
(63,65)
(64,64)
(65,63)
(66,62)
(67,61)
(68,60)
(69,59)
(70,58)
(71,57)
(72,56)
(73,55)
(74,54)
(75,53)
(76,52)
(77,51)
(78,50)
(79,49)
(80,48)
(81,47)
(82,46)
(83,45)
(84,44)
(85,43)
(86,42)
(87,41)
(88,40)
(89,39)
(90,38)
(91,37)
(92,36)
(93,35)
(94,34)
(95,33)
(96,32)
(97,31)
(98,30)
(99,29)
(100,412)
(101,411)
(102,410)
(103,409)
(104,408)
(105,407)
(106,406)
(107,405)
(108,404)
(109,403)
(110,402)
(111,401)
(112,400)
(113,399)
(114,398)
(115,397)
(116,396)
(117,395)
(118,394)
(119,393)
(120,392)
(121,391)
(122,390)
(123,389)
(124,388)
(125,387)
(126,386)
(127,385)
(128,384)
(129,383)
(130,382)
(131,381)
(132,380)
(133,379)
(134,378)
(135,377)
(136,376)
(137,375)
(138,374)
(139,373)
(140,372)
(141,371)
(142,370)
(143,369)
(144,368)
(145,367)
(146,366)
(147,365)
(148,364)
(149,363)
(150,362)
(151,361)
(152,360)
(153,359)
(154,358)
(155,357)
(156,356)
(157,355)
(158,354)
(159,353)
(160,352)
(161,351)
(162,350)
(163,349)
(164,348)
(165,347)
(166,346)
(167,345)
(168,344)
(169,343)
(170,342)
(171,341)
(172,340)
(173,339)
(174,338)
(175,337)
(176,336)
(177,335)
(178,334)
(179,333)
(180,332)
(181,331)
(182,330)
(183,329)
(184,328)
(185,327)
(186,326)
(187,325)
(188,324)
(189,323)
(190,322)
(191,321)
(192,320)
(193,319)
(194,318)
(195,317)
(196,316)
(197,315)
(198,314)
(199,313)
(200,312)
(201,311)
(202,310)
(203,309)
(204,308)
(205,307)
(206,306)
(207,305)
(208,304)
(209,303)
(210,302)
(211,301)
(212,300)
(213,299)
(214,298)
(215,297)
(216,296)
(217,295)
(218,294)
(219,293)
(220,292)
(221,291)
(222,290)
(223,289)
(224,288)
(225,287)
(226,286)
(227,285)
(228,284)
(229,283)
(230,282)
(231,281)
(232,280)
(233,279)
(234,278)
(235,277)
(236,276)
(237,275)
(238,274)
(239,273)
(240,272)
(241,271)
(242,270)
(243,269)
(244,268)
(245,267)
(246,266)
(247,265)
(248,264)
(249,263)
(250,262)
(251,261)
(252,260)
(253,259)
(254,258)
(255,257)
(256,256)
(257,255)
(258,254)
(259,253)
(260,252)
(261,251)
(262,250)
(263,249)
(264,248)
(265,247)
(266,246)
(267,245)
(268,244)
(269,243)
(270,242)
(271,241)
(272,240)
(273,239)
(274,238)
(275,237)
(276,236)
