10
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 100
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 101
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 201
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 301
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 401
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 501
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 601
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 701
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 801
10 100 10 10 10 10 10 10 10 10 10 10 1 1 1 1 1 1 1 1 1 1 901
-1
