(1,7)
(2,6)
(3,5)
(4,4)
(5,3)
(6,2)
(7,1)
(8,8)
(9,23)
(10,22)
(11,21)
(12,20)
(13,19)
(14,18)
(15,17)
(16,16)
(17,15)
(18,14)
(19,13)
(20,12)
(21,11)
(22,10)
(23,9)
(24,1000)
(25,999)
(26,998)
(27,997)
(28,996)
(29,995)
(30,994)
(31,993)
(32,992)
(33,991)
(34,990)
(35,989)
(36,988)
(37,987)
(38,986)
(39,985)
(40,984)
(41,983)
(42,982)
(43,981)
(44,980)
(45,979)
(46,978)
(47,977)
(48,976)
(49,975)
(50,974)
(51,973)
(52,972)
(53,971)
(54,970)
(55,969)
(56,968)
(57,967)
(58,966)
(59,965)
(60,964)
(61,963)
(62,962)
(63,961)
(64,960)
(65,959)
(66,958)
(67,957)
(68,956)
(69,955)
(70,954)
(71,953)
(72,952)
(73,951)
(74,950)
(75,949)
(76,948)
(77,947)
(78,946)
(79,945)
(80,944)
(81,943)
(82,942)
(83,941)
(84,940)
(85,939)
(86,938)
(87,937)
(88,936)
(89,935)
(90,934)
(91,933)
(92,932)
(93,931)
(94,930)
(95,929)
(96,928)
(97,927)
(98,926)
(99,925)
(100,924)
(101,923)
(102,922)
(103,921)
(104,920)
(105,919)
(106,918)
(107,917)
(108,916)
(109,915)
(110,914)
(111,913)
(112,912)
(113,911)
(114,910)
(115,909)
(116,908)
(117,907)
(118,906)
(119,905)
(120,904)
(121,903)
(122,902)
(123,901)
(124,900)
(125,899)
(126,898)
(127,897)
(128,896)
(129,895)
(130,894)
(131,893)
(132,892)
(133,891)
(134,890)
(135,889)
(136,888)
(137,887)
(138,886)
(139,885)
(140,884)
(141,883)
(142,882)
(143,881)
(144,880)
(145,879)
(146,878)
(147,877)
(148,876)
(149,875)
(150,874)
(151,873)
(152,872)
(153,871)
(154,870)
(155,869)
(156,868)
(157,867)
(158,866)
(159,865)
(160,864)
(161,863)
(162,862)
(163,861)
(164,860)
(165,859)
(166,858)
(167,857)
(168,856)
(169,855)
(170,854)
(171,853)
(172,852)
(173,851)
(174,850)
(175,849)
(176,848)
(177,847)
(178,846)
(179,845)
(180,844)
(181,843)
(182,842)
(183,841)
(184,840)
(185,839)
(186,838)
(187,837)
(188,836)
(189,835)
(190,834)
(191,833)
(192,832)
(193,831)
(194,830)
(195,829)
(196,828)
(197,827)
(198,826)
(199,825)
(200,824)
(201,823)
(202,822)
(203,821)
(204,820)
(205,819)
(206,818)
(207,817)
(208,816)
(209,815)
(210,814)
(211,813)
(212,812)
(213,811)
(214,810)
(215,809)
(216,808)
(217,807)
