(1,1)
(2,2)
(3,5)
(4,4)
(5,3)
(6,26)
(7,25)
(8,24)
(9,23)
(10,22)
(11,21)
(12,20)
(13,19)
(14,18)
(15,17)
(16,16)
(17,15)
(18,14)
(19,13)
(20,12)
(21,11)
(22,10)
(23,9)
(24,8)
(25,7)
(26,6)
(27,37)
(28,36)
(29,35)
(30,34)
(31,33)
(32,32)
(33,31)
(34,30)
(35,29)
(36,28)
(37,27)
(38,474)
(39,473)
(40,472)
(41,471)
(42,470)
(43,469)
(44,468)
(45,467)
(46,466)
(47,465)
(48,464)
(49,463)
(50,462)
(51,461)
(52,460)
(53,459)
(54,458)
(55,457)
(56,456)
(57,455)
(58,454)
(59,453)
(60,452)
(61,451)
(62,450)
(63,449)
(64,448)
(65,447)
(66,446)
(67,445)
(68,444)
(69,443)
(70,442)
(71,441)
(72,440)
(73,439)
(74,438)
(75,437)
(76,436)
(77,435)
(78,434)
(79,433)
(80,432)
(81,431)
(82,430)
(83,429)
(84,428)
(85,427)
(86,426)
(87,425)
(88,424)
(89,423)
(90,422)
(91,421)
(92,420)
(93,419)
(94,418)
(95,417)
(96,416)
(97,415)
(98,414)
(99,413)
(100,412)
(101,411)
(102,410)
(103,409)
(104,408)
(105,407)
(106,406)
(107,405)
(108,404)
(109,403)
(110,402)
(111,401)
(112,400)
(113,399)
(114,398)
(115,397)
(116,396)
(117,395)
(118,394)
(119,393)
(120,392)
(121,391)
(122,390)
(123,389)
(124,388)
(125,387)
(126,386)
(127,385)
(128,384)
(129,383)
(130,382)
(131,381)
(132,380)
(133,379)
(134,378)
(135,377)
(136,376)
(137,375)
(138,374)
(139,373)
(140,372)
(141,371)
(142,370)
(143,369)
(144,368)
(145,367)
(146,366)
(147,365)
(148,364)
(149,363)
(150,362)
(151,361)
(152,360)
(153,359)
(154,358)
(155,357)
(156,356)
(157,355)
(158,354)
(159,353)
(160,352)
(161,351)
(162,350)
(163,349)
(164,348)
(165,347)
(166,346)
(167,345)
(168,344)
(169,343)
(170,342)
(171,341)
(172,340)
(173,339)
(174,338)
(175,337)
(176,336)
(177,335)
(178,334)
(179,333)
(180,332)
(181,331)
(182,330)
(183,329)
(184,328)
(185,327)
(186,326)
(187,325)
(188,324)
(189,323)
(190,322)
(191,321)
(192,320)
(193,319)
(194,318)
(195,317)
(196,316)
(197,315)
(198,314)
(199,313)
(200,312)
(201,311)
(202,310)
(203,309)
(204,308)
(205,307)
(206,306)
(207,305)
(208,304)
(209,303)
(210,302)
(211,301)
(212,300)
(213,299)
(214,298)
(215,297)
(216,296)
(217,295)
(218,294)
(219,293)
(220,292)
(221,291)
(222,290)
(223,289)
(224,288)
(225,287)
(226,286)
(227,285)
(228,284)
(229,283)
(230,282)
(231,281)
(232,280)
(233,279)
(234,278)
(235,277)
(236,276)
(237,275)
(238,274)
(239,273)
(240,272)
(241,271)
(242,270)
(243,269)
(244,268)
(245,267)
(246,266)
(247,265)
(248,264)
(249,263)
(250,262)
(251,261)
(252,260)
(253,259)
(254,258)
(255,257)
(256,256)
(257,255)
(258,254)
(259,253)
(260,252)
(261,251)
(262,250)
(263,249)
(264,248)
(265,247)
(266,246)
(267,245)
(268,244)
(269,243)
(270,242)
(271,241)
(272,240)
(273,239)
(274,238)
(275,237)
(276,236)
(277,235)
(278,234)
(279,233)
(280,232)
(281,231)
(282,230)
(283,229)
(284,228)
(285,227)
(286,226)
(287,225)
(288,224)
(289,223)
(290,222)
(291,221)
(292,220)
(293,219)
(294,218)
(295,217)
(296,216)
(297,215)
(298,214)
(299,213)
(300,212)
(301,211)
(302,210)
(303,209)
(304,208)
(305,207)
(306,206)
(307,205)
(308,204)
(309,203)
(310,202)
(311,201)
(312,200)
(313,199)
(314,198)
(315,197)
(316,196)
(317,195)
(318,194)
(319,193)
(320,192)
(321,191)
(322,190)
(323,189)
(324,188)
(325,187)
(326,186)
(327,185)
(328,184)
(329,183)
(330,182)
(331,181)
(332,180)
(333,179)
(334,178)
(335,177)
(336,176)
(337,175)
(338,174)
(339,173)
(340,172)
(341,171)
(342,170)
(343,169)
(344,168)
(345,167)
(346,166)
(347,165)
(348,164)
(349,163)
(350,162)
(351,161)
(352,160)
(353,159)
(354,158)
(355,157)
(356,156)
(357,155)
(358,154)
(359,153)
(360,152)
(361,151)
(362,150)
(363,149)
(364,148)
(365,147)
(366,146)
(367,145)
(368,144)
(369,143)
(370,142)
(371,141)
(372,140)
(373,139)
(374,138)
(375,137)
(376,136)
(377,135)
