(1,1)
(2,14)
(3,13)
(4,12)
(5,11)
(6,10)
(7,9)
(8,8)
(9,7)
(10,6)
(11,5)
(12,4)
(13,3)
(14,2)
(15,241)
(16,240)
(17,239)
(18,238)
(19,237)
(20,236)
(21,235)
(22,234)
(23,233)
(24,232)
(25,231)
(26,230)
(27,229)
(28,228)
(29,227)
(30,226)
(31,225)
(32,224)
(33,223)
(34,222)
(35,221)
(36,220)
(37,219)
(38,218)
(39,217)
(40,216)
(41,215)
(42,214)
(43,213)
(44,212)
(45,211)
(46,210)
(47,209)
(48,208)
(49,207)
(50,206)
(51,205)
(52,204)
(53,203)
(54,202)
(55,201)
(56,200)
(57,199)
(58,198)
(59,197)
(60,196)
(61,195)
(62,194)
(63,193)
(64,192)
(65,191)
(66,190)
(67,189)
(68,188)
(69,187)
(70,186)
(71,185)
(72,184)
(73,183)
(74,182)
(75,181)
(76,180)
(77,179)
(78,178)
(79,177)
(80,176)
(81,175)
(82,174)
(83,173)
(84,172)
(85,171)
(86,170)
(87,169)
(88,168)
(89,167)
(90,166)
(91,165)
(92,164)
(93,163)
(94,162)
(95,161)
(96,160)
(97,159)
(98,158)
(99,157)
(100,156)
(101,155)
(102,154)
(103,153)
(104,152)
(105,151)
(106,150)
(107,149)
(108,148)
(109,147)
(110,146)
(111,145)
(112,144)
(113,143)
(114,142)
(115,141)
(116,140)
(117,139)
(118,138)
(119,137)
(120,136)
(121,135)
(122,134)
(123,133)
(124,132)
(125,131)
(126,130)
(127,129)
(128,128)
(129,127)
(130,126)
(131,125)
(132,124)
(133,123)
(134,122)
(135,121)
(136,120)
(137,119)
(138,118)
(139,117)
(140,116)
(141,115)
(142,114)
(143,113)
(144,112)
(145,111)
(146,110)
(147,109)
(148,108)
(149,107)
(150,106)
(151,105)
(152,104)
(153,103)
(154,102)
(155,101)
(156,100)
(157,99)
(158,98)
(159,97)
(160,96)
(161,95)
(162,94)
(163,93)
(164,92)
(165,91)
(166,90)
(167,89)
(168,88)
(169,87)
(170,86)
(171,85)
(172,84)
(173,83)
(174,82)
(175,81)
(176,80)
(177,79)
(178,78)
(179,77)
(180,76)
(181,75)
(182,74)
(183,73)
(184,72)
(185,71)
(186,70)
(187,69)
(188,68)
(189,67)
(190,66)
(191,65)
(192,64)
(193,63)
(194,62)
(195,61)
(196,60)
(197,59)
(198,58)
(199,57)
(200,56)
(201,55)
(202,54)
(203,53)
(204,52)
(205,51)
(206,50)
(207,49)
(208,48)
(209,47)
(210,46)
(211,45)
(212,44)
(213,43)
(214,42)
(215,41)
(216,40)
(217,39)
(218,38)
(219,37)
(220,36)
(221,35)
(222,34)
(223,33)
(224,32)
(225,31)
(226,30)
(227,29)
(228,28)
(229,27)
(230,26)
(231,25)
(232,24)
(233,23)
(234,22)
(235,21)
(236,20)
(237,19)
(238,18)
(239,17)
(240,16)
(241,15)
(242,782)
(243,781)
(244,780)
(245,779)
(246,778)
(247,777)
(248,776)
(249,775)
(250,774)
(251,773)
(252,772)
(253,771)
(254,770)
(255,769)
(256,768)
(257,767)
(258,766)
(259,765)
(260,764)
(261,763)
(262,762)
(263,761)
(264,760)
(265,759)
(266,758)
(267,757)
(268,756)
(269,755)
(270,754)
(271,753)
(272,752)
(273,751)
(274,750)
(275,749)
(276,748)
(277,747)
(278,746)
(279,745)
(280,744)
(281,743)
(282,742)
(283,741)
(284,740)
(285,739)
(286,738)
(287,737)
(288,736)
(289,735)
(290,734)
(291,733)
(292,732)
(293,731)
(294,730)
(295,729)
(296,728)
(297,727)
(298,726)
(299,725)
(300,724)
(301,723)
(302,722)
(303,721)
(304,720)
(305,719)
(306,718)
(307,717)
(308,716)
(309,715)
(310,714)
(311,713)
(312,712)
(313,711)
(314,710)
(315,709)
(316,708)
(317,707)
(318,706)
(319,705)
(320,704)
(321,703)
(322,702)
(323,701)
(324,700)
(325,699)
(326,698)
(327,697)
(328,696)
(329,695)
(330,694)
(331,693)
(332,692)
(333,691)
(334,690)
(335,689)
(336,688)
(337,687)
(338,686)
(339,685)
(340,684)
(341,683)
(342,682)
(343,681)
(344,680)
(345,679)
(346,678)
(347,677)
(348,676)
(349,675)
(350,674)
(351,673)
(352,672)
(353,671)
(354,670)
(355,669)
(356,668)
(357,667)
(358,666)
(359,665)
(360,664)
(361,663)
(362,662)
(363,661)
(364,660)
(365,659)
(366,658)
(367,657)
(368,656)
(369,655)
(370,654)
(371,653)
(372,652)
(373,651)
(374,650)
(375,649)
(376,648)
(377,647)
(378,646)
(379,645)
(380,644)
(381,643)
(382,642)
(383,641)
(384,640)
(385,639)
(386,638)
(387,637)
(388,636)
(389,635)
(390,634)
(391,633)
(392,632)
(393,631)
(394,630)
(395,629)
(396,628)
(397,627)
(398,626)
