116
8
64
21 31
22 22
23 30
24 23
25 6
26 15
27 14
28 7
29 28
30 20
31 21
32 29
33 13
34 12
35 4
36 5
37 17
38 24
39 16
40 25
41 2
42 3
43 11
44 10
45 9
46 0
47 1
48 8
49 26
50 19
51 27
52 18
53 46
54 38
55 47
56 39
57 54
58 62
59 63
60 55
61 61
62 53
63 52
64 60
65 37
66 36
67 44
68 45
69 32
70 40
71 33
72 41
73 59
74 58
75 51
76 50
77 35
78 42
79 43
80 34
81 56
82 57
83 48
84 49
61
8 161
21 161
22 161
23 161
24 244
25 161
26 244
27 161
28 244
29 244
30 161
31 161
32 161
37 27
38 161
39 161
40 180
41 161
42 161
43 27
44 215
45 215
46 215
47 161
48 161
49 215
50 27
51 161
52 27
53 161
54 180
55 161
56 161
57 161
58 27
59 27
60 27
61 27
62 244
63 180
64 27
65 161
66 244
67 244
68 244
69 161
70 161
71 244
72 27
73 27
74 27
75 180
76 180
77 161
78 244
79 244
80 180
81 161
82 27
83 244
84 180
8
64
21 13
22 4
23 5
24 12
25 28
26 20
27 21
28 29
29 31
30 23
31 30
32 22
33 6
34 14
35 15
36 7
37 48
38 49
39 56
40 57
41 33
42 32
43 40
44 41
45 42
46 35
47 43
48 34
49 51
50 58
51 59
52 50
53 63
54 55
55 62
56 54
57 38
58 46
59 47
60 39
61 60
62 52
63 53
64 61
65 45
66 36
67 37
68 44
69 19
70 26
71 27
72 18
73 1
74 0
75 8
76 9
77 10
78 3
79 11
80 2
81 16
82 17
83 24
84 25
61
5 161
25 244
26 161
27 161
28 161
29 161
30 244
31 161
32 161
33 161
34 161
35 244
36 244
37 244
38 180
39 161
40 27
41 244
42 161
43 161
44 27
45 244
46 161
47 244
48 180
49 180
50 27
51 27
52 180
53 27
54 27
55 27
56 161
57 180
58 161
59 161
60 161
61 27
62 180
63 244
64 27
65 244
66 244
67 161
68 244
69 27
70 215
71 161
72 27
73 161
74 215
75 161
76 215
77 215
78 161
79 27
80 161
81 161
82 27
83 161
84 180
8
64
21 53
22 60
23 52
24 61
25 39
26 47
27 38
28 46
29 44
30 36
31 37
32 45
33 55
34 54
35 62
36 63
37 56
38 57
39 48
40 49
41 58
42 51
43 50
44 59
45 41
46 33
47 32
48 40
49 43
50 34
51 35
52 42
53 19
54 18
55 26
56 27
57 3
58 11
59 2
60 10
61 8
62 0
63 1
64 9
65 17
66 24
67 16
68 25
69 31
70 30
71 22
72 23
73 4
74 13
75 5
76 12
77 6
78 14
79 7
80 15
81 20
82 21
83 28
84 29
64
21 96
22 42
23 42
24 1
25 82
26 82
27 82
28 96
29 82
30 96
31 42
32 82
33 96
34 42
35 1
36 1
37 82
38 42
39 96
40 42
41 42
42 42
43 82
44 42
45 82
46 42
47 82
48 82
49 1
50 1
51 82
52 1
53 1
54 1
55 82
56 82
57 82
58 96
59 82
60 82
61 82
62 96
63 82
64 82
65 1
66 82
67 82
68 1
69 82
70 42
71 42
72 82
73 82
74 96
75 82
76 42
77 82
78 82
79 96
80 82
81 96
82 82
83 96
84 96
8
64
21 6
22 7
23 15
24 14
25 28
26 20
27 21
28 29
29 31
30 30
31 23
32 22
33 12
34 5
35 4
36 13
37 46
38 47
39 39
40 38
41 37
42 36
43 44
44 45
45 62
46 55
47 63
48 54
49 52
50 61
51 53
52 60
53 59
54 50
55 58
56 51
57 43
58 35
59 42
60 34
61 33
62 41
63 32
64 40
65 49
66 56
67 48
68 57
69 18
70 26
71 27
72 19
73 24
74 25
75 16
76 17
77 9
78 0
79 1
80 8
81 2
82 11
83 10
84 3
64
21 82
22 96
23 82
24 82
25 96
26 96
27 82
28 96
29 82
30 42
31 82
32 42
33 42
34 82
35 82
36 96
37 96
38 82
39 82
40 82
41 42
42 96
43 82
44 82
45 1
46 96
47 1
48 42
49 42
50 1
51 96
52 42
53 42
54 82
55 42
56 42
57 1
58 82
59 1
60 1
61 42
62 82
63 82
64 82
65 42
66 82
67 96
68 42
69 1
70 82
71 82
72 1
73 82
74 1
75 82
76 1
77 82
78 96
79 82
80 82
81 82
82 96
83 82
84 82
8
64
21 43
22 34
23 35
24 42
25 49
26 56
27 48
28 57
29 32
30 41
31 33
32 40
33 59
34 58
35 50
36 51
37 30
38 23
39 22
40 31
41 13
42 5
43 4
44 12
45 7
46 15
47 6
48 14
49 20
50 21
51 28
52 29
53 8
54 0
55 1
56 9
57 19
58 18
59 26
60 27
61 2
62 10
63 3
64 11
65 24
66 25
67 16
68 17
69 55
70 54
71 62
72 63
73 60
74 61
75 52
76 53
77 44
78 36
79 37
80 45
81 38
82 46
83 39
84 47
64
21 138
22 174
23 40
24 138
25 138
26 138
27 174
28 40
29 40
30 174
31 174
32 204
33 40
34 40
35 18
36 138
37 40
38 40
39 204
40 138
41 204
42 204
43 204
44 174
45 204
46 40
47 204
48 40
49 204
50 204
51 204
52 174
53 204
54 204
55 204
56 174
57 40
58 204
59 174
60 40
61 204
62 204
63 204
64 40
65 40
66 204
67 40
68 204
69 138
70 18
71 40
72 138
73 40
74 40
75 18
76 18
77 204
78 138
79 174
80 138
81 18
82 174
83 138
84 18
8
64
21 6
22 7
23 15
24 14
25 28
26 20
27 21
28 29
29 31
30 30
31 23
32 22
33 12
34 5
35 4
36 13
37 46
38 47
39 39
40 38
41 37
42 36
43 44
44 45
45 62
46 55
47 63
48 54
49 52
50 61
51 53
52 60
53 59
54 50
55 58
56 51
57 43
58 35
59 42
60 34
61 33
62 41
63 32
64 40
65 49
66 56
67 48
68 57
69 18
70 26
71 27
72 19
73 24
74 25
75 16
76 17
77 9
78 0
79 1
80 8
81 2
82 11
83 10
84 3
64
21 204
22 204
23 40
24 40
25 204
26 204
27 204
28 174
29 138
30 40
31 40
32 204
33 174
34 204
35 204
36 204
37 174
38 18
39 138
40 18
41 174
42 138
43 204
44 138
45 40
46 138
47 138
48 18
49 18
50 40
51 18
52 40
53 40
54 18
55 40
56 138
57 138
58 40
59 138
60 174
61 174
62 174
63 40
64 204
65 138
66 138
67 174
68 40
69 204
70 174
71 40
72 40
73 40
74 204
75 40
76 204
77 174
78 204
79 204
80 204
81 204
82 40
83 204
84 204
8
64
21 3
22 11
23 10
24 2
25 27
26 19
27 26
28 18
29 1
30 0
31 8
32 9
33 24
34 25
35 16
36 17
37 45
38 36
39 37
40 44
41 47
42 46
43 39
44 38
45 55
46 62
47 63
48 54
49 52
50 61
51 53
52 60
53 58
54 50
55 59
56 51
57 34
58 42
59 43
60 35
61 41
62 40
63 32
64 33
65 49
66 56
67 48
68 57
69 28
70 20
71 21
72 29
73 7
74 6
75 15
76 14
77 30
78 31
79 23
80 22
81 4
82 12
83 5
84 13
61
20 245
21 245
22 186
23 245
24 142
25 219
26 142
27 142
28 245
29 245
30 142
31 245
32 245
33 245
34 186
35 245
36 186
37 219
38 219
39 219
40 142
41 219
42 245
43 219
44 219
45 142
46 186
47 142
48 245
49 142
50 186
51 245
52 186
53 186
54 245
55 186
56 245
57 219
58 245
59 245
60 219
61 245
62 186
63 186
64 142
65 245
66 219
67 186
