80
4
16
5 9
6 12
7 8
8 13
9 7
10 2
11 3
12 6
13 0
14 5
15 1
16 4
17 15
18 14
19 10
20 11
16
5 7
6 4
7 8
8 3
9 9
10 14
11 13
12 10
13 16
14 11
15 15
16 12
17 1
18 2
19 6
20 5
4
16
5 1
6 0
7 4
8 5
9 12
10 8
11 9
12 13
13 14
14 11
15 15
16 10
17 3
18 6
19 7
20 2
16
5 15
6 16
7 12
8 11
9 4
10 8
11 7
12 3
13 2
14 5
15 1
16 6
17 13
18 10
19 9
20 14
4
16
5 1
6 5
7 0
8 4
9 10
10 11
11 15
12 14
13 13
14 9
15 8
16 12
17 6
18 3
19 7
20 2
16
5 15
6 11
7 16
8 12
9 6
10 5
11 1
12 2
13 3
14 7
15 8
16 4
17 10
18 13
19 9
20 14
4
16
5 11
6 14
7 15
8 10
9 6
10 3
11 7
12 2
13 12
14 8
15 9
16 13
17 5
18 0
19 1
20 4
16
5 5
6 2
7 1
8 6
9 10
10 13
11 9
12 14
13 4
14 8
15 7
16 3
17 11
18 16
19 15
20 12
4
16
5 9
6 12
7 8
8 13
9 7
10 2
11 3
12 6
13 0
14 5
15 1
16 4
17 15
18 14
19 10
20 11
16
5 7
6 4
7 8
8 3
9 9
10 14
11 13
12 10
13 16
14 11
15 15
16 12
17 1
18 2
19 6
20 5
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
16
5 13
6 14
7 10
8 9
9 6
10 2
11 5
12 1
13 11
14 15
15 16
16 12
17 4
18 3
19 8
20 7
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
16
5 4
6 8
7 7
8 3
9 9
10 13
11 10
12 14
13 6
14 2
15 1
16 5
17 15
18 16
19 12
20 11
4
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
16
5 16
6 11
7 15
8 12
9 7
10 4
11 8
12 3
13 13
14 14
15 10
16 9
17 5
18 1
19 6
20 2
4
16
5 13
6 9
7 8
8 12
9 14
10 10
11 15
12 11
13 2
14 6
15 7
16 3
17 1
18 5
19 0
20 4
16
5 3
6 7
7 8
8 4
9 2
10 6
11 1
12 5
13 14
14 10
15 9
16 13
17 15
18 11
19 16
20 12
4
16
5 0
6 4
7 1
8 5
9 2
10 6
11 7
12 3
13 10
14 15
15 14
16 11
17 8
18 13
19 9
20 12
16
5 16
6 12
7 15
8 11
9 14
10 10
11 9
12 13
13 6
14 1
15 2
16 5
17 8
18 3
19 7
20 4
4
16
5 9
6 12
7 8
8 13
9 7
10 2
11 3
12 6
13 0
14 5
15 1
16 4
17 15
18 14
19 10
20 11
16
5 9
6 12
7 8
8 13
9 7
10 2
11 3
12 6
13 0
14 5
15 1
16 4
17 15
18 14
19 10
20 11
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
4
16
5 7
6 2
7 3
8 6
9 4
10 0
11 1
12 5
13 8
14 9
15 12
16 13
17 11
18 10
19 14
20 15
16
5 7
6 2
7 3
8 6
9 4
10 0
11 1
12 5
13 8
14 9
15 12
16 13
17 11
18 10
19 14
20 15
4
16
5 1
6 0
7 4
8 5
9 12
10 8
11 9
12 13
13 14
14 11
15 15
16 10
17 3
18 6
19 7
20 2
16
5 1
6 0
7 4
8 5
9 12
10 8
11 9
12 13
13 14
14 11
15 15
16 10
17 3
18 6
19 7
20 2
4
16
5 15
6 10
7 11
8 14
9 4
10 0
11 1
12 5
13 3
14 2
15 6
16 7
17 8
18 9
19 12
20 13
16
5 15
6 10
7 11
8 14
9 4
10 0
11 1
12 5
13 3
14 2
15 6
16 7
17 8
18 9
19 12
20 13
4
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
4
16
5 1
6 4
7 0
8 5
9 15
10 11
11 10
12 14
13 6
14 2
15 3
16 7
17 12
18 13
19 8
20 9
16
5 1
6 4
7 0
8 5
9 15
10 11
11 10
12 14
13 6
14 2
15 3
16 7
17 12
18 13
19 8
20 9
4
16
5 12
6 13
7 8
8 9
9 11
10 14
11 10
12 15
13 1
14 4
15 0
16 5
17 2
18 3
19 6
20 7
16
5 12
6 13
7 8
8 9
9 11
10 14
11 10
12 15
13 1
14 4
15 0
16 5
17 2
18 3
19 6
20 7
4
16
5 15
6 14
7 11
8 10
9 4
10 1
11 0
12 5
13 8
14 13
15 9
16 12
17 3
18 6
19 7
20 2
16
5 15
6 14
7 11
8 10
9 4
10 1
11 0
12 5
13 8
14 13
15 9
16 12
17 3
18 6
19 7
20 2
4
16
5 11
6 14
7 15
8 10
9 6
10 3
11 7
12 2
13 12
14 8
15 9
16 13
17 5
18 0
19 1
20 4
16
5 11
6 14
7 15
8 10
9 6
10 3
11 7
12 2
13 12
14 8
15 9
16 13
17 5
18 0
19 1
20 4
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
1
0 234
4
16
5 11
6 14
7 15
8 10
9 6
10 3
11 7
12 2
13 12
14 8
15 9
16 13
17 5
18 0
19 1
20 4
1
0 234
4
16
5 2
6 6
7 7
8 3
9 12
10 8
11 9
12 13
13 15
14 11
15 14
16 10
17 5
18 0
19 1
20 4
1
0 234
4
16
5 10
6 15
7 11
8 14
9 6
10 2
11 3
12 7
13 4
14 5
15 0
16 1
17 9
18 12
19 8
20 13
1
0 234
4
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
1
0 234
4
16
5 15
6 10
7 14
8 11
9 13
10 9
11 8
12 12
13 7
14 3
15 6
16 2
17 5
18 4
19 0
20 1
1
0 234
4
16
5 14
6 11
7 10
8 15
9 12
10 13
11 8
12 9
13 5
14 1
15 0
16 4
17 7
18 2
19 3
20 6
1
0 234
4
16
5 15
6 14
7 11
8 10
9 4
10 1
11 0
12 5
13 8
14 13
15 9
16 12
17 3
18 6
19 7
20 2
1
0 234
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
1
0 234
4
16
5 1
6 4
7 0
8 5
9 15
10 11
11 10
12 14
13 6
14 2
15 3
16 7
17 12
18 13
19 8
20 9
1
0 234
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
7
1 1
2 1
4 1
13 1
14 1
15 0
16 1
4
16
5 1
6 5
7 0
8 4
9 10
10 11
11 15
12 14
13 13
14 9
15 8
16 12
17 6
18 3
19 7
20 2
7
1 1
3 1
4 1
9 1
10 1
11 0
12 1
4
16
5 7
6 3
7 6
8 2
9 4
10 1
11 0
12 5
13 11
14 15
15 14
16 10
17 8
18 13
19 9
20 12
7
1 1
2 1
4 1
13 1
14 0
15 1
16 1
4
16
5 1
6 4
7 0
8 5
9 15
10 11
11 10
12 14
13 6
14 2
15 3
16 7
17 12
18 13
19 8
20 9
7
1 1
3 1
4 1
9 0
10 1
11 1
12 1
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
7
1 1
3 1
4 1
9 1
10 1
11 1
12 0
4
16
5 7
6 2
7 3
8 6
9 4
10 0
11 1
12 5
13 8
14 9
15 12
16 13
17 11
18 10
19 14
20 15
7
1 1
2 1
3 1
17 1
18 1
19 1
20 0
4
16
5 9
6 12
7 8
8 13
9 7
10 2
11 3
12 6
13 0
14 5
15 1
16 4
17 15
18 14
19 10
20 11
7
1 1
2 1
3 1
17 0
18 1
19 1
20 1
4
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
7
1 1
2 1
3 1
17 1
18 0
19 1
20 1
4
16
5 12
6 13
7 8
8 9
9 11
10 14
11 10
12 15
13 1
14 4
15 0
16 5
17 2
18 3
19 6
20 7
7
1 1
3 1
4 1
9 1
10 1
11 1
12 0
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
7
1 1
2 1
4 1
13 1
14 1
15 0
16 1
4
16
5 3
6 6
7 7
8 2
9 11
10 10
11 15
12 14
13 13
14 9
15 8
16 12
17 5
18 4
19 0
20 1
13
4 38
5 102
6 78
7 78
8 23
9 78
10 78
11 78
12 21
13 10
14 38
15 38
16 10
4
16
5 7
6 3
7 6
8 2
9 4
10 1
11 0
12 5
13 11
14 15
15 14
16 10
17 8
18 13
19 9
20 12
13
2 38
5 78
6 102
7 78
8 23
13 78
14 78
15 21
16 78
17 38
18 10
19 38
20 10
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
13
4 38
5 10
6 38
7 38
8 10
9 78
10 102
11 78
12 23
13 78
14 21
15 78
16 78
4
16
5 0
6 5
7 1
8 4
9 9
10 12
11 8
12 13
13 3
14 2
15 6
16 7
17 11
18 15
19 10
20 14
13
1 38
9 38
10 10
11 38
12 10
13 102
14 23
15 78
16 78
17 78
18 78
19 78
20 21
4
16
5 15
6 10
7 11
8 14
9 4
10 0
11 1
12 5
13 3
14 2
15 6
16 7
17 8
18 9
19 12
20 13
13
2 38
5 78
6 78
7 78
8 21
13 102
14 23
15 78
16 78
17 38
18 38
19 10
20 10
4
16
5 2
6 6
7 7
8 3
9 12
10 8
11 9
12 13
13 15
14 11
15 14
16 10
17 5
18 0
19 1
20 4
13
4 38
5 23
6 78
7 78
8 102
9 10
10 38
11 38
12 10
13 78
14 78
15 21
16 78
4
16
5 1
6 4
7 0
8 5
9 15
10 11
11 10
12 14
13 6
14 2
15 3
16 7
17 12
18 13
19 8
20 9
13
1 38
9 78
10 78
11 78
12 21
13 78
14 23
15 102
16 78
17 10
18 10
19 38
20 38
4
16
5 14
6 11
7 10
8 15
9 12
10 13
11 8
12 9
13 5
14 1
15 0
16 4
17 7
18 2
19 3
20 6
13
3 38
5 21
6 78
7 78
8 78
9 10
10 10
11 38
12 38
17 78
18 23
19 102
20 78
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
13
3 38
5 102
6 23
7 78
8 78
9 78
10 21
11 78
12 78
17 10
18 10
19 38
20 38
4
16
5 2
6 3
7 6
8 7
9 9
10 12
11 8
12 13
13 4
14 5
15 0
16 1
17 14
18 15
19 10
20 11
13
3 38
5 23
6 102
7 78
8 78
9 38
10 10
11 38
12 10
17 21
18 78
19 78
20 78
4
16
5 1
6 0
7 4
8 5
9 12
10 8
11 9
12 13
13 14
14 11
15 15
16 10
17 3
18 6
19 7
20 2
4
1 102
2 102
3 48
4 48
4
16
5 10
6 15
7 11
8 14
9 6
10 2
11 3
12 7
13 4
14 5
15 0
16 1
17 9
18 12
19 8
20 13
4
1 48
2 48
3 102
4 102
4
16
5 1
6 5
7 0
8 4
9 10
10 11
11 15
12 14
13 13
14 9
15 8
16 12
17 6
18 3
19 7
20 2
4
1 102
2 48
3 102
4 48
4
16
5 8
6 9
7 12
8 13
9 0
10 1
11 4
12 5
13 6
14 2
15 3
16 7
17 14
18 10
19 11
20 15
4
1 102
2 102
3 48
4 48
4
16
5 12
6 13
7 8
8 9
9 11
10 14
11 10
12 15
13 1
14 4
15 0
16 5
17 2
18 3
19 6
20 7
4
1 102
2 48
3 102
4 48
4
16
5 12
6 8
7 9
8 13
9 7
10 3
11 6
12 2
13 10
14 14
15 15
16 11
17 1
18 0
19 4
20 5
4
1 102
2 48
3 48
4 102
4
16
5 8
6 9
7 12
8 13
9 0
10 1
11 4
12 5
13 6
14 2
15 3
16 7
17 14
18 10
19 11
20 15
4
1 102
2 102
3 48
4 48
4
16
5 14
6 11
7 10
8 15
9 12
10 13
11 8
12 9
13 5
14 1
15 0
16 4
17 7
18 2
19 3
20 6
4
1 48
2 102
3 102
4 48
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
4
1 48
2 48
3 102
4 102
4
16
5 3
6 6
7 7
8 2
9 11
10 10
11 15
12 14
13 13
14 9
15 8
16 12
17 5
18 4
19 0
20 1
4
1 48
2 48
3 102
4 102
4
16
5 1
6 0
7 4
8 5
9 12
10 8
11 9
12 13
13 14
14 11
15 15
16 10
17 3
18 6
19 7
20 2
10
2 180
4 180
5 23
6 34
7 180
8 180
13 173
14 180
15 234
16 180
4
16
5 2
6 6
7 7
8 3
9 12
10 8
11 9
12 13
13 15
14 11
15 14
16 10
17 5
18 0
19 1
20 4
10
1 180
2 180
13 234
14 180
15 173
16 180
17 180
18 34
19 23
20 180
4
16
5 0
6 1
7 4
8 5
9 2
10 3
11 6
12 7
13 8
14 9
15 12
16 13
17 10
18 11
19 14
20 15
10
2 180
3 180
5 34
6 23
7 180
8 180
17 180
18 180
19 173
20 234
4
16
5 15
6 10
7 11
8 14
9 4
10 0
11 1
12 5
13 3
14 2
15 6
16 7
17 8
18 9
19 12
20 13
10
3 180
4 180
5 234
6 180
7 180
8 173
9 180
10 34
11 23
12 180
4
16
5 8
6 13
7 9
8 12
9 0
10 4
11 1
12 5
13 14
14 15
15 11
16 10
17 6
18 3
19 7
20 2
10
1 180
4 180
9 34
10 180
11 23
12 180
13 173
14 234
15 180
16 180
4
16
5 3
6 2
7 6
8 7
9 10
10 14
11 11
12 15
13 5
14 1
15 0
16 4
17 12
18 13
19 8
20 9
10
1 180
4 180
9 180
10 173
11 180
12 234
13 180
14 23
15 34
16 180
4
16
5 2
6 3
7 6
8 7
9 9
10 12
11 8
12 13
13 4
14 5
15 0
16 1
17 14
18 15
19 10
20 11
10
1 180
2 180
13 180
14 180
15 34
16 23
17 173
18 234
19 180
20 180
4
16
5 8
6 9
7 12
8 13
9 0
10 1
11 4
12 5
13 6
14 2
15 3
16 7
17 14
18 10
19 11
20 15
10
1 180
3 180
9 34
10 23
11 180
12 180
17 173
18 180
19 180
20 234
4
16
5 10
6 15
7 11
8 14
9 6
10 2
11 3
12 7
13 4
14 5
15 0
16 1
17 9
18 12
19 8
20 13
10
2 180
4 180
5 180
6 234
7 180
8 173
13 180
14 180
15 34
16 23
4
16
5 2
6 6
7 7
8 3
9 12
10 8
11 9
12 13
13 15
14 11
15 14
16 10
17 5
18 0
19 1
20 4
10
1 180
2 180
13 234
14 180
15 173
16 180
17 180
18 34
19 23
20 180
4
16
5 3
6 6
7 7
8 2
9 11
10 10
11 15
12 14
13 13
14 9
15 8
16 12
17 5
18 4
19 0
20 1
7
1 20
3 47
4 78
9 47
10 47
